Protein A,Protein B,Method,Publication,Taxid A,Taxid B,Interaction type,Source DB,Interaction identifier,Confidence,Protein A DB,Protein B DB,Taxname A,Taxname B
Q15428,P52298,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292537|mint:MINT-5205908|imex:IM-10811-67,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q15428,O43660,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292624|mint:MINT-5205953|imex:IM-10811-72,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q99459,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292596|mint:MINT-5205935|imex:IM-10811-70,intact-miscore:0.56,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O75934,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292610|mint:MINT-5205944|imex:IM-10811-71,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q15428,Q8WYA6,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292672|mint:MINT-5205980|imex:IM-10811-75,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P11142,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292638|mint:MINT-5205962|imex:IM-10811-73,intact-miscore:0.56,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
NM_016403.2,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292653|mint:MINT-5205971|imex:IM-10811-74,intact-miscore:0.40,refseq,uniprotkb,Homo sapiens,Homo sapiens
Q9Y2W2,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292706|mint:MINT-5205989|imex:IM-10811-76,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q15428,O60828,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292720|mint:MINT-5205998|imex:IM-10811-77,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q15428,Q8IX12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292802|mint:MINT-5206025|imex:IM-10811-80,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q92733,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292734|mint:MINT-5206007|imex:IM-10811-78,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q15428,P52756,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292748|mint:MINT-5206016|imex:IM-10811-79,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q15428,P17844,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292830|mint:MINT-5206043|imex:IM-10811-82,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q8IWZ8,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292845|mint:MINT-5206052|imex:IM-10811-83,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q15428,Q9BXP5,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292816|mint:MINT-5206034|imex:IM-10811-81,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q15428,P35637,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292873|mint:MINT-5206070|imex:IM-10811-85,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q15428,Q14498,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292859|mint:MINT-5206061|imex:IM-10811-84,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q15428,Q12906,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292916|mint:MINT-5206097|imex:IM-10811-88,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P67809,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292901|mint:MINT-5206088|imex:IM-10811-87,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q15428,Q15717,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292887|mint:MINT-5206079|imex:IM-10811-86,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q15428,Q08211,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292931|mint:MINT-5206106|imex:IM-10811-89,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q15637,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292962|mint:MINT-5206115|imex:IM-10811-90,intact-miscore:0.56,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O43719,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7292997|mint:MINT-5206124|imex:IM-10811-91,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
NM_033537.1,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7293029|mint:MINT-5206133|imex:IM-10811-92,intact-miscore:0.40,refseq,uniprotkb,Homo sapiens,Homo sapiens
P98175,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7293094|mint:MINT-5206151|imex:IM-10811-94,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q9BQ61,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7293067|mint:MINT-5206142|imex:IM-10811-93,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O43670,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7293121|mint:MINT-5206160|imex:IM-10811-95,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O14776,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7293177|mint:MINT-5206178|imex:IM-10811-97,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q15428,Q9BQI9,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7293208|mint:MINT-5206187|imex:IM-10811-98,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q15428,O43684,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7293135|mint:MINT-5206169|imex:IM-10811-96,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
NM_144604.2,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7293242|mint:MINT-5206196|imex:IM-10811-99,intact-miscore:0.40,refseq,uniprotkb,Homo sapiens,Homo sapiens
Q15428,Q12972,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7293261|mint:MINT-5206205|imex:IM-10811-100,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P62136,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7293290|mint:MINT-5206223|imex:IM-10811-102,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q9UHR5,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7293276|mint:MINT-5206214|imex:IM-10811-101,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q15428,Q92841,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7293319|mint:MINT-5206241|imex:IM-10811-104,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q15428,Q9UKV3,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7293334|mint:MINT-5206250|imex:IM-10811-105,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q12905,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7293305|mint:MINT-5206232|imex:IM-10811-103,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q9H307,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7293364|mint:MINT-5206259|imex:IM-10811-106,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q15287,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7293378|mint:MINT-5206268|imex:IM-10811-107,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q9NQW1,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7293406|mint:MINT-5206286|imex:IM-10811-109,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q8N163,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7293392|mint:MINT-5206277|imex:IM-10811-108,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q14011,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7293434|mint:MINT-5206304|imex:IM-10811-111,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q8N302,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7293420|mint:MINT-5206295|imex:IM-10811-110,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q9Y6A4,Q15428,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17332742|imex:IM-10811|mint:MINT-5219711,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7293448|mint:MINT-5206313|imex:IM-10811-112,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q9BY41,P04637,"psi-mi:""MI:0114""(x-ray crystallography)",pubmed:17721440|imex:IM-11405|mint:MINT-5220135,9606,9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-7579746|mint:MINT-5207405|imex:IM-11405-1,intact-miscore:0.44,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P62913,P01106,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:17599065|imex:IM-10872|mint:MINT-5220064,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7474492|mint:MINT-5208293|imex:IM-10872-3,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P01106,P62913,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:17599065|imex:IM-10872|mint:MINT-5220064,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7474514|mint:MINT-5208311|imex:IM-10872-1,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P62913,P01106,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:17599065|imex:IM-10872|mint:MINT-5220064,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7474531|mint:MINT-5208331|imex:IM-10872-2,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q14653,Q9UHD2,"psi-mi:""MI:0416""(fluorescence microscopy)",pubmed:17599067|imex:IM-11004|mint:MINT-5220070,9606,9606,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:0471""(MINT)",intact:EBI-7476614|mint:MINT-5208352|imex:IM-11004-10,intact-miscore:0.92,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P04406,Q14653,"psi-mi:""MI:0027""(cosedimentation)",pubmed:17599067|imex:IM-11004|mint:MINT-5220070,9606,9606,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:0471""(MINT)",intact:EBI-7476716|mint:MINT-5208380|imex:IM-11004-11,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P04406,Q9UHD2,"psi-mi:""MI:0027""(cosedimentation)",pubmed:17599067|imex:IM-11004|mint:MINT-5220070,9606,9606,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:0471""(MINT)",intact:EBI-7476716|mint:MINT-5208380|imex:IM-11004-11,intact-miscore:0.56,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q14653,P37198,"psi-mi:""MI:0027""(cosedimentation)",pubmed:17599067|imex:IM-11004|mint:MINT-5220070,9606,9606,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:0471""(MINT)",intact:EBI-7476751|mint:MINT-5208438|imex:IM-11004-12,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q14164,Q9UHD2,"psi-mi:""MI:0096""(pull down)",pubmed:17599067|imex:IM-11004|mint:MINT-5220070,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7476780|mint:MINT-5208469|imex:IM-11004-2,intact-miscore:0.67,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q9UHD2,Q9UHD2,"psi-mi:""MI:0096""(pull down)",pubmed:17599067|imex:IM-11004|mint:MINT-5220070,9606,9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-7476819|mint:MINT-5208502|imex:IM-11004-1,intact-miscore:0.61,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q14653,Q9UHD2,"psi-mi:""MI:0096""(pull down)",pubmed:17599067|imex:IM-11004|mint:MINT-5220070,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7476873|mint:MINT-5208538|imex:IM-11004-3,intact-miscore:0.92,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P0CG48,Q8TF42,"psi-mi:""MI:0096""(pull down)",pubmed:17599067|imex:IM-11004|mint:MINT-5220070,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7476932|mint:MINT-5208612|imex:IM-11004-5,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q92985,Q9UHD2,"psi-mi:""MI:0096""(pull down)",pubmed:17599067|imex:IM-11004|mint:MINT-5220070,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7476903|mint:MINT-5208568|imex:IM-11004-4,intact-miscore:0.51,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P57075,O60260,"psi-mi:""MI:0096""(pull down)",pubmed:17599067|imex:IM-11004|mint:MINT-5220070,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7476974|mint:MINT-5208683|imex:IM-11004-6,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P57075,P0CG48,"psi-mi:""MI:0096""(pull down)",pubmed:17599067|imex:IM-11004|mint:MINT-5220070,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7476953|mint:MINT-5208635|imex:IM-11004-7,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O60260,Q8TF42,"psi-mi:""MI:0096""(pull down)",pubmed:17599067|imex:IM-11004|mint:MINT-5220070,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7477009|mint:MINT-5208697|imex:IM-11004-8,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q9UHD2,Q92985,"psi-mi:""MI:0018""(two hybrid)",pubmed:17599067|imex:IM-11004|mint:MINT-5220070,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7477039|mint:MINT-5208589|imex:IM-11004-9,intact-miscore:0.51,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P10276,Q15788,"psi-mi:""MI:0018""(two hybrid)",pubmed:17641689|imex:IM-11094|mint:MINT-5220098,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7505413|mint:MINT-5209864|imex:IM-11094-25,intact-miscore:0.87,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P10276,Q71SY5,"psi-mi:""MI:0018""(two hybrid)",pubmed:17641689|imex:IM-11094|mint:MINT-5220098,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7505457|mint:MINT-5209882|imex:IM-11094-26,intact-miscore:0.51,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P10276,Q15648,"psi-mi:""MI:0018""(two hybrid)",pubmed:17641689|imex:IM-11094|mint:MINT-5220098,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7505544|mint:MINT-5209905|imex:IM-11094-27,intact-miscore:0.82,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P48552,P10276,"psi-mi:""MI:0018""(two hybrid)",pubmed:17641689|imex:IM-11094|mint:MINT-5220098,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7505595|mint:MINT-5209920|imex:IM-11094-22,intact-miscore:0.67,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q71SY5,P10276,"psi-mi:""MI:0018""(two hybrid)",pubmed:17641689|imex:IM-11094|mint:MINT-5220098,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7505618|mint:MINT-5209938|imex:IM-11094-23,intact-miscore:0.51,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P10276,Q71SY5,"psi-mi:""MI:0018""(two hybrid)",pubmed:17641689|imex:IM-11094|mint:MINT-5220098,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7505679|mint:MINT-5209983|imex:IM-11094-17,intact-miscore:0.51,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q12796,P10276,"psi-mi:""MI:0018""(two hybrid)",pubmed:17641689|imex:IM-11094|mint:MINT-5220098,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7505641|mint:MINT-5209956|imex:IM-11094-24,intact-miscore:0.37,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P10828,Q71SY5,"psi-mi:""MI:0018""(two hybrid)",pubmed:17641689|imex:IM-11094|mint:MINT-5220098,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7505760|mint:MINT-5210013|imex:IM-11094-19,intact-miscore:0.37,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q71SY5,P19793,"psi-mi:""MI:0018""(two hybrid)",pubmed:17641689|imex:IM-11094|mint:MINT-5220098,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7505724|mint:MINT-5210002|imex:IM-11094-18,intact-miscore:0.63,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q9H2M2,Q71SY5,"psi-mi:""MI:0018""(two hybrid)",pubmed:17641689|imex:IM-11094|mint:MINT-5220098,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7505811|mint:MINT-5210035|imex:IM-11094-21,intact-miscore:0.37,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P04150,Q71SY5,"psi-mi:""MI:0018""(two hybrid)",pubmed:17641689|imex:IM-11094|mint:MINT-5220098,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7505779|mint:MINT-5210024|imex:IM-11094-20,intact-miscore:0.37,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q71SY5,P10276,"psi-mi:""MI:0018""(two hybrid)",pubmed:17641689|imex:IM-11094|mint:MINT-5220098,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7505850|mint:MINT-5210046|imex:IM-11094-11,intact-miscore:0.51,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P10276,Q71SY5,"psi-mi:""MI:0018""(two hybrid)",pubmed:17641689|imex:IM-11094|mint:MINT-5220098,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7505900|mint:MINT-5210070|imex:IM-11094-12,intact-miscore:0.51,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q71SY5,P10276,"psi-mi:""MI:0018""(two hybrid)",pubmed:17641689|imex:IM-11094|mint:MINT-5220098,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7505954|mint:MINT-5210090|imex:IM-11094-13,intact-miscore:0.51,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
